feature,importance
FLAT_PRICE_SQM,27.771949448521593
FLAT_AREA,26.806700301003566
FLAT_PRICE,22.786738116482557
FLAT_FLOOR,14.717680854340053
FLAT_ROOMS,5.518388076922149
CITY_ID,2.398543202730077
Source,0.0
